tipo_delito,medio_utilizado,rango_edad_victima,genero_victima,region,hora_incidente,antivirus_activo,doble_factor,denuncia_formal,monto_afectado
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Puno,Tarde,No,Si,No,3290.14
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Arequipa,Madrugada,Si,No,Si,2183.13
Fraude Informatico,Redes Sociales,50-64,Masculino,Cusco,Noche,Si,Si,No,4061.88
Fraude Informatico,Redes Sociales,50-64,Femenino,Piura,Madrugada,No,No,No,5467.2
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Lima,Noche,Si,No,No,1715.21
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Arequipa,Tarde,Si,No,Si,3070.75
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Callao,Manana,No,No,Si,1813.69
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Noche,Si,No,No,1315.71
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Junin,Madrugada,No,No,No,8691.26
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,2237.67
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,Si,No,3566.32
Fraude Informatico,Correo Electronico,50-64,Masculino,Lima,Manana,No,No,No,6210.88
Acceso Ilicito,Redes Sociales,18-29,Femenino,Junin,Manana,No,Si,Si,2370.61
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Tarde,No,No,No,10412.91
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Callao,Tarde,Si,No,No,9979.52
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Callao,Madrugada,Si,No,Si,1723.98
Acceso Ilicito,Correo Electronico,30-49,Femenino,Lima,Noche,Si,No,No,6591.97
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,5947.62
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Piura,Manana,Si,Si,No,1162.14
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,No,10795.23
Fraude Informatico,Llamada Telefonica,30-49,Femenino,Cusco,Madrugada,No,No,Si,9762.67
Suplantacion de Identidad,Correo Electronico,65 o mas,Femenino,Lima,Madrugada,No,Si,No,1189.53
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Noche,Si,No,No,3298.28
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Cusco,Manana,No,Si,Si,1022.21
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Madrugada,Si,Si,Si,3115.64
Sextorsion,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,No,3136.02
Suplantacion de Identidad,Correo Electronico,18-29,Femenino,Lima,Tarde,No,No,No,1679.89
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,Si,4243.03
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,Si,No,2256.23
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Cusco,Madrugada,No,No,Si,4362.79
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Manana,No,No,Si,10772.55
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,Si,Si,3437.39
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,La Libertad,Madrugada,Si,No,No,5078.16
Sextorsion,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,Si,No,2562.76
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,4083.9
Suplantacion de Identidad,Llamada Telefonica,30-49,Masculino,Lambayeque,Tarde,No,No,No,1583.93
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Piura,Manana,Si,Si,No,3605.24
Fraude Informatico,Correo Electronico,18-29,Masculino,Arequipa,Noche,No,No,No,4941.69
Fraude Informatico,Redes Sociales,50-64,Masculino,La Libertad,Noche,No,No,No,8068.82
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,4659.79
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Arequipa,Manana,No,No,No,1418.57
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,No,Si,2465.68
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Manana,No,Si,No,2984.34
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Tarde,No,No,No,7401.51
Sextorsion,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,7253.33
Acceso Ilicito,Redes Sociales,50-64,Femenino,Lima,Noche,Si,No,Si,3336.94
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Junin,Noche,Si,No,Si,1857.11
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,No,Si,No,1162.59
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Tarde,No,Si,Si,2540.03
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,Si,No,No,7265.5
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Lima,Manana,No,No,Si,7413.94
Acceso Ilicito,Redes Sociales,30-49,Masculino,Piura,Manana,Si,No,Si,2388.3
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,7422.51
Fraude Informatico,Correo Electronico,18-29,Femenino,Lima,Noche,Si,No,Si,8210.97
Fraude Informatico,Pagina Web Falsa,50-64,Masculino,Lima,Manana,No,No,No,7389.09
Fraude Informatico,Correo Electronico,30-49,Femenino,Piura,Tarde,No,Si,No,6185.07
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,No,4827.82
Acceso Ilicito,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,Si,No,4793.53
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Manana,No,No,Si,2384.79
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Noche,No,No,No,10209.29
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Tarde,No,Si,Si,1271.97
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,La Libertad,Manana,No,No,No,2125.42
Fraude Informatico,Redes Sociales,30-49,Femenino,La Libertad,Madrugada,Si,Si,No,3700.54
Fraude Informatico,Redes Sociales,18-29,Femenino,Puno,Tarde,Si,No,Si,2809.95
Fraude Informatico,Llamada Telefonica,30-49,Femenino,Lima,Noche,No,No,No,7641.82
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,Si,Si,Si,1135.83
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,No,1978.33
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Tacna,Tarde,Si,Si,Si,2629.66
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Arequipa,Madrugada,No,Si,No,3609.01
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Piura,Madrugada,Si,No,No,824.13
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,Si,1199.57
Estafa por Internet,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,Si,3575.27
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Tarde,Si,No,No,3341.27
Fraude Informatico,Pagina Web Falsa,30-49,Femenino,Arequipa,Manana,No,Si,No,3279.38
Fraude Informatico,Pagina Web Falsa,18-29,Masculino,Lambayeque,Tarde,No,No,No,3928.66
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Junin,Manana,Si,No,No,1746.06
Fraude Informatico,Correo Electronico,30-49,Femenino,Lima,Manana,Si,No,Si,4292.04
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,Si,2579.79
Estafa por Internet,Pagina Web Falsa,50-64,Masculino,Junin,Madrugada,Si,Si,No,1946.14
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,La Libertad,Manana,No,No,No,1907.36
Fraude Informatico,Correo Electronico,50-64,Masculino,Lima,Madrugada,No,Si,Si,5465.34
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Lima,Manana,Si,No,No,1315.24
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,Si,1994.36
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Tarde,No,No,No,2596.51
Estafa por Internet,Llamada Telefonica,65 o mas,Femenino,Lima,Manana,No,No,Si,4528.04
Fraude Informatico,Llamada Telefonica,30-49,Masculino,Arequipa,Noche,No,Si,No,6433.48
Sextorsion,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,Si,6493.75
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,Si,No,1211.38
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Manana,Si,No,No,6149.24
Fraude Informatico,Correo Electronico,30-49,Masculino,Puno,Madrugada,No,No,Si,6720.46
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,La Libertad,Noche,Si,No,No,5450.38
Fraude Informatico,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,No,No,No,6676.36
Fraude Informatico,Redes Sociales,18-29,Femenino,Lambayeque,Noche,No,No,No,5715.89
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lambayeque,Noche,Si,No,No,2591.65
Fraude Informatico,Correo Electronico,50-64,Femenino,Lima,Tarde,No,Si,Si,6089.52
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,Si,4674.63
Acceso Ilicito,Redes Sociales,50-64,Masculino,Piura,Tarde,No,No,No,4267.41
Fraude Informatico,Redes Sociales,18-29,Masculino,Puno,Manana,No,No,Si,4229.86
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Junin,Tarde,Si,No,No,2989.17
Fraude Informatico,Redes Sociales,30-49,Masculino,Callao,Madrugada,No,Si,Si,7980.68
Fraude Informatico,Correo Electronico,18-29,Femenino,Arequipa,Madrugada,No,No,No,4928.04
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,2391.32
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,No,2164.85
Estafa por Internet,Correo Electronico,18-29,Femenino,Lima,Noche,No,No,No,1508.74
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,No,No,2825.65
Acceso Ilicito,Redes Sociales,50-64,Masculino,Arequipa,Noche,Si,No,No,5321.17
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,Si,No,Si,4972.26
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Piura,Manana,No,No,No,3594.11
Acceso Ilicito,Correo Electronico,18-29,Femenino,Lima,Manana,No,Si,Si,2008.18
Acceso Ilicito,Llamada Telefonica,30-49,Masculino,Arequipa,Manana,No,No,No,4967.92
Sextorsion,WhatsApp o SMS,18-29,Femenino,Lima,Manana,Si,Si,Si,4046.08
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Tarde,Si,No,Si,10048.95
Fraude Informatico,Pagina Web Falsa,50-64,Masculino,Piura,Noche,No,Si,Si,4356.97
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,La Libertad,Manana,Si,No,Si,3649.12
Fraude Informatico,Redes Sociales,50-64,Femenino,Tacna,Tarde,No,No,Si,7370.63
Estafa por Internet,Correo Electronico,65 o mas,Femenino,Lima,Noche,No,No,No,4427.19
Estafa por Internet,Redes Sociales,50-64,Femenino,Lima,Tarde,No,No,Si,3619.24
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,No,5137.61
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,5486.68
Acceso Ilicito,Correo Electronico,30-49,Masculino,Callao,Noche,No,No,No,2616.08
Fraude Informatico,Redes Sociales,18-29,Femenino,La Libertad,Tarde,No,No,Si,3774.41
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Callao,Manana,No,No,No,2627.26
Suplantacion de Identidad,Correo Electronico,65 o mas,Femenino,Lima,Manana,No,Si,No,2600.74
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Callao,Noche,No,No,No,4014.45
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,No,Si,8379.82
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Callao,Noche,No,No,No,2455.58
Fraude Informatico,Llamada Telefonica,50-64,Masculino,Lima,Madrugada,No,No,No,11730.23
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lima,Tarde,No,No,No,4960.33
Estafa por Internet,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,Si,Si,2576.65
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Junin,Tarde,No,No,Si,3654.09
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,No,Si,11127.07
Sextorsion,Pagina Web Falsa,18-29,Masculino,Lima,Manana,No,No,Si,3195.98
Sextorsion,Llamada Telefonica,18-29,Masculino,Callao,Tarde,Si,No,No,3672.74
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Madrugada,No,Si,Si,1978.05
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,Si,No,1971.42
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Manana,No,No,No,10284.18
Fraude Informatico,Pagina Web Falsa,18-29,Femenino,Lima,Tarde,No,No,No,8154.2
Fraude Informatico,Redes Sociales,30-49,Femenino,Lambayeque,Madrugada,No,No,No,8655.46
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Cusco,Madrugada,No,No,Si,2137.99
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,No,3550.63
Acceso Ilicito,Correo Electronico,50-64,Masculino,Tacna,Tarde,Si,No,Si,2524.22
Acceso Ilicito,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,No,No,No,2711.66
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Manana,No,No,No,6158.29
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Lima,Madrugada,No,No,No,1206.0
Fraude Informatico,Correo Electronico,50-64,Femenino,Lima,Noche,Si,Si,Si,6347.69
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Lima,Manana,Si,No,Si,1541.13
Fraude Informatico,Redes Sociales,30-49,Femenino,Junin,Noche,No,Si,No,2964.14
Estafa por Internet,Redes Sociales,30-49,Femenino,Cusco,Noche,Si,No,No,1339.97
Fraude Informatico,Redes Sociales,50-64,Masculino,Lima,Tarde,No,No,No,10985.45
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Arequipa,Manana,Si,Si,Si,5184.39
Fraude Informatico,Redes Sociales,30-49,Femenino,Piura,Noche,Si,Si,Si,4075.91
Acceso Ilicito,Redes Sociales,65 o mas,Femenino,Junin,Tarde,No,No,No,6692.29
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Callao,Tarde,Si,No,Si,1069.12
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,Si,No,9992.17
Fraude Informatico,Correo Electronico,30-49,Femenino,Cusco,Manana,No,No,No,7814.04
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Arequipa,Madrugada,No,No,Si,2050.39
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Arequipa,Tarde,Si,Si,No,3242.44
Acceso Ilicito,Pagina Web Falsa,30-49,Masculino,Lima,Tarde,No,No,No,6253.74
Acceso Ilicito,Redes Sociales,50-64,Masculino,Lima,Manana,No,No,No,4600.25
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,Si,No,No,10212.24
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Lima,Manana,No,No,Si,4067.08
Sextorsion,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,Si,5140.33
Fraude Informatico,Correo Electronico,18-29,Masculino,Piura,Noche,No,No,Si,2967.46
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Manana,No,No,No,6575.62
Acceso Ilicito,Correo Electronico,65 o mas,Masculino,Arequipa,Manana,No,No,No,3545.9
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Madrugada,No,No,No,4678.19
Sextorsion,Redes Sociales,50-64,Masculino,Junin,Tarde,Si,No,No,2890.55
Acceso Ilicito,WhatsApp o SMS,30-49,Masculino,Lima,Tarde,Si,Si,Si,3338.69
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Noche,No,No,Si,8517.29
Fraude Informatico,Redes Sociales,18-29,Masculino,Arequipa,Manana,No,Si,No,4895.43
Acceso Ilicito,WhatsApp o SMS,30-49,Femenino,Puno,Noche,No,No,Si,6290.32
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Tacna,Madrugada,No,Si,Si,2068.09
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Tarde,No,No,No,12134.03
Estafa por Internet,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,Si,3217.75
Fraude Informatico,Llamada Telefonica,65 o mas,Femenino,Lambayeque,Noche,Si,Si,No,8413.42
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Tarde,No,Si,No,1720.36
Fraude Informatico,Redes Sociales,30-49,Femenino,Arequipa,Tarde,No,No,No,4058.34
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Noche,Si,No,No,2029.32
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,No,No,9459.43
Fraude Informatico,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,Si,No,5742.35
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Lima,Noche,No,No,No,4833.65
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,La Libertad,Manana,No,No,Si,1616.1
Acceso Ilicito,Pagina Web Falsa,30-49,Femenino,Junin,Madrugada,Si,No,Si,5375.63
Suplantacion de Identidad,Redes Sociales,30-49,Masculino,Lima,Tarde,No,No,Si,1324.08
Sextorsion,Redes Sociales,18-29,Femenino,Puno,Tarde,Si,Si,No,2792.31
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Madrugada,Si,No,No,9170.45
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,Lima,Manana,Si,No,No,10979.65
Estafa por Internet,Redes Sociales,30-49,Masculino,Lima,Madrugada,Si,No,No,4292.13
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lambayeque,Manana,No,No,No,8835.63
Sextorsion,WhatsApp o SMS,18-29,Femenino,Cusco,Noche,No,No,Si,4081.64
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,La Libertad,Noche,No,No,Si,3521.34
Sextorsion,Pagina Web Falsa,50-64,Masculino,Puno,Tarde,No,Si,Si,4599.04
Fraude Informatico,WhatsApp o SMS,30-49,Masculino,La Libertad,Manana,Si,No,No,7908.45
Estafa por Internet,Redes Sociales,30-49,Masculino,Junin,Noche,No,No,No,3907.87
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Piura,Tarde,Si,No,Si,2418.21
Sextorsion,Llamada Telefonica,50-64,Femenino,Lambayeque,Manana,Si,No,No,3476.33
Fraude Informatico,WhatsApp o SMS,65 o mas,Femenino,Lima,Noche,Si,Si,No,7697.8
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Lima,Tarde,Si,No,No,1872.39
Sextorsion,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,3360.76
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Tarde,No,No,No,1733.05
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Arequipa,Manana,No,No,Si,919.83
Suplantacion de Identidad,Pagina Web Falsa,30-49,Femenino,Lima,Manana,No,No,Si,3323.23
Suplantacion de Identidad,Redes Sociales,18-29,Masculino,Arequipa,Tarde,No,Si,No,796.43
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Lima,Manana,Si,No,No,1765.57
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,Si,No,Si,3284.86
Estafa por Internet,WhatsApp o SMS,30-49,Femenino,Lima,Tarde,No,No,No,2900.99
Fraude Informatico,Correo Electronico,18-29,Masculino,Junin,Tarde,No,No,No,2547.93
Fraude Informatico,Redes Sociales,18-29,Masculino,Lima,Tarde,No,No,No,4899.04
Sextorsion,Redes Sociales,18-29,Masculino,Lima,Tarde,No,Si,No,2353.34
Estafa por Internet,Correo Electronico,30-49,Masculino,Piura,Noche,No,No,Si,1687.86
Suplantacion de Identidad,Correo Electronico,18-29,Masculino,Arequipa,Tarde,No,No,Si,866.23
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,No,No,2705.82
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Manana,No,Si,No,4653.1
Fraude Informatico,WhatsApp o SMS,50-64,Masculino,Lima,Manana,No,No,No,7105.25
Suplantacion de Identidad,Correo Electronico,30-49,Femenino,Junin,Madrugada,No,Si,No,2247.33
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Manana,No,No,Si,5777.11
Suplantacion de Identidad,Llamada Telefonica,50-64,Femenino,Lima,Manana,No,Si,Si,2866.77
Fraude Informatico,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,No,No,No,8232.99
Sextorsion,WhatsApp o SMS,18-29,Masculino,Lima,Noche,Si,No,Si,3954.88
Sextorsion,WhatsApp o SMS,30-49,Masculino,Cusco,Madrugada,No,No,Si,7002.18
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Tarde,No,No,Si,1074.7
Suplantacion de Identidad,WhatsApp o SMS,50-64,Femenino,Lima,Tarde,Si,No,No,1326.33
Fraude Informatico,Pagina Web Falsa,65 o mas,Masculino,Lima,Madrugada,No,No,No,10655.76
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Lima,Noche,Si,No,Si,3256.9
Suplantacion de Identidad,WhatsApp o SMS,50-64,Masculino,Lima,Tarde,No,No,No,3193.78
Fraude Informatico,Correo Electronico,30-49,Femenino,Cusco,Manana,No,Si,Si,7789.49
Estafa por Internet,Redes Sociales,65 o mas,Masculino,Cusco,Tarde,No,No,Si,2842.77
Acceso Ilicito,Correo Electronico,30-49,Masculino,Lambayeque,Manana,No,Si,Si,3618.15
Estafa por Internet,WhatsApp o SMS,50-64,Femenino,Callao,Tarde,No,No,No,2801.95
Acceso Ilicito,Redes Sociales,18-29,Femenino,La Libertad,Madrugada,No,No,Si,4444.83
Suplantacion de Identidad,WhatsApp o SMS,18-29,Femenino,Lima,Noche,No,No,No,2495.78
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Cusco,Manana,No,No,Si,7058.69
Estafa por Internet,Pagina Web Falsa,65 o mas,Masculino,Puno,Tarde,No,Si,No,1961.28
Estafa por Internet,WhatsApp o SMS,50-64,Masculino,Cusco,Manana,No,No,No,3563.07
Fraude Informatico,Redes Sociales,50-64,Femenino,Lima,Tarde,No,Si,Si,5166.94
Fraude Informatico,Redes Sociales,65 o mas,Femenino,Lima,Tarde,No,Si,No,5492.75
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Puno,Tarde,No,No,No,7221.33
Acceso Ilicito,Pagina Web Falsa,18-29,Femenino,Piura,Tarde,Si,Si,Si,856.85
Sextorsion,WhatsApp o SMS,18-29,Masculino,Tacna,Tarde,No,No,No,5861.55
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Noche,No,Si,Si,3083.99
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Tarde,No,No,No,2473.95
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Noche,No,No,Si,6401.36
Sextorsion,Llamada Telefonica,18-29,Masculino,Cusco,Noche,Si,Si,Si,1871.55
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Manana,No,No,No,2687.84
Acceso Ilicito,Redes Sociales,18-29,Masculino,Lima,Manana,No,No,No,4070.68
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Tacna,Manana,No,No,No,1272.14
Fraude Informatico,Correo Electronico,65 o mas,Femenino,Lima,Noche,Si,No,No,9837.84
Fraude Informatico,Llamada Telefonica,50-64,Femenino,Puno,Manana,No,No,No,3609.53
Fraude Informatico,WhatsApp o SMS,65 o mas,Masculino,Lima,Tarde,Si,Si,Si,3950.62
Estafa por Internet,Correo Electronico,30-49,Femenino,Puno,Noche,Si,No,No,1499.15
Acceso Ilicito,WhatsApp o SMS,18-29,Femenino,Arequipa,Manana,No,No,No,2756.98
Sextorsion,Redes Sociales,50-64,Masculino,Lambayeque,Tarde,Si,No,Si,6573.98
Sextorsion,Redes Sociales,18-29,Masculino,Lambayeque,Manana,No,No,No,5552.71
Suplantacion de Identidad,Llamada Telefonica,18-29,Masculino,Lima,Madrugada,Si,No,No,1228.94
Acceso Ilicito,Redes Sociales,18-29,Femenino,Lima,Tarde,No,Si,No,3061.95
Estafa por Internet,WhatsApp o SMS,18-29,Femenino,Lima,Madrugada,No,Si,No,2409.89
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,La Libertad,Manana,No,No,Si,2366.49
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Callao,Noche,Si,No,Si,3863.28
Suplantacion de Identidad,WhatsApp o SMS,30-49,Masculino,Lima,Manana,No,Si,No,2073.55
Fraude Informatico,WhatsApp o SMS,18-29,Masculino,Arequipa,Noche,No,Si,No,2222.06
Sextorsion,Pagina Web Falsa,18-29,Masculino,Lima,Noche,No,No,No,2629.91
Suplantacion de Identidad,Redes Sociales,50-64,Masculino,Cusco,Manana,No,No,No,1370.89
Fraude Informatico,Redes Sociales,18-29,Femenino,Junin,Madrugada,No,Si,Si,3943.99
Suplantacion de Identidad,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,No,No,No,1075.53
Suplantacion de Identidad,Pagina Web Falsa,50-64,Masculino,Lima,Tarde,No,No,No,1707.0
Fraude Informatico,Correo Electronico,18-29,Masculino,Lima,Madrugada,No,No,No,5236.59
Fraude Informatico,WhatsApp o SMS,18-29,Femenino,Arequipa,Tarde,No,No,Si,2889.35
Suplantacion de Identidad,Correo Electronico,30-49,Masculino,Lima,Madrugada,No,No,Si,1711.96
Suplantacion de Identidad,Redes Sociales,18-29,Femenino,Lima,Noche,No,No,Si,2646.13
Acceso Ilicito,WhatsApp o SMS,30-49,Femenino,Lima,Madrugada,Si,No,Si,2336.85
Suplantacion de Identidad,Redes Sociales,50-64,Femenino,Lima,Madrugada,No,No,No,2854.74
Estafa por Internet,Redes Sociales,18-29,Masculino,Lima,Manana,Si,No,No,1945.7
Suplantacion de Identidad,WhatsApp o SMS,30-49,Femenino,Arequipa,Noche,Si,No,No,2198.72
Suplantacion de Identidad,Llamada Telefonica,30-49,Femenino,Lima,Tarde,No,Si,Si,2204.6
Estafa por Internet,Pagina Web Falsa,18-29,Femenino,Cusco,Noche,No,Si,Si,1012.9
Fraude Informatico,Correo Electronico,30-49,Masculino,Piura,Manana,Si,No,No,8420.06
Fraude Informatico,Redes Sociales,18-29,Femenino,Lima,Manana,No,No,Si,6199.63
Fraude Informatico,Redes Sociales,30-49,Femenino,Lima,Manana,No,Si,Si,8927.12
Acceso Ilicito,Correo Electronico,18-29,Masculino,Piura,Tarde,No,No,Si,2718.04
Suplantacion de Identidad,Redes Sociales,30-49,Femenino,Junin,Tarde,No,No,No,3117.84
Acceso Ilicito,WhatsApp o SMS,18-29,Masculino,Lima,Tarde,Si,Si,Si,3049.17
